gauge_id,gauge_name,country,gauge_lat,gauge_lon,area
lamah_105,Donau at Kirchen-Hausen,Germany,47.92551701258356,8.67957082388119,756.7733748658493
lamah_106,Donau at Moehringen,Germany,47.94897253367412,8.76009970574525,820.4053003764959
lamah_1111,Wurzacher Ach at Reichenhofen,Germany,47.84706656045247,9.967057873065324,152.12367764997634
lamah_1120,Schmeie at Unterschmeien,Germany,48.091690616287146,9.149753252895104,144.90048334417787
lamah_1122,Lone at Breitingen,Germany,48.513752681923,9.987809618489914,106.18198267995191
lamah_1131,Lauchert at Laucherthal,Germany,48.08373492161098,9.275500658335847,441.5051203802376
lamah_1137,Lone at Lontal,Germany,48.57944635429973,10.213063049958672,313.145853012695
lamah_1139,Breg at Hammereisenbach,Germany,47.98975728168328,8.353355792351506,158.8534947282228
lamah_1140,Brigach at Donaueschingen,Germany,47.955849894625246,8.490401570688466,176.90124725409757
lamah_11401009,Iller at Sonthofen,Germany,47.52426496028156,10.260284871319016,398.26921981239695
lamah_11402001,Iller at Kempten,Germany,47.73041446443864,10.316857166597918,945.0161917897666
lamah_11418250,Breitach at Tiefenbach_Breitach,Germany,47.41718848735759,10.25430505452128,144.7261347055962
lamah_11425200,Ostrach at Reckenberg,Germany,47.50462759880089,10.323538525742917,125.9883452402984
lamah_1144,Riss at Niederkirch,Germany,48.23860780140369,9.83121900762344,398.094041017221
lamah_1145,Rottum at Laupheim,Germany,48.24505598486002,9.868785482176216,131.72109143279633
lamah_1150,Schwarzach at Ertingen,Germany,48.10209186046424,9.449787177518438,118.55320635470274
lamah_1151,Ablach at Menningen,Germany,48.00594215927895,9.163816223149476,202.58639856468815
lamah_11548007,Roth at Roth_Roth,Germany,48.3695960676828,10.151249010025191,169.35322564780685
lamah_1156,Baera at Fridingen,Germany,48.03461461624809,8.943287045915971,131.13988198575177
lamah_11582300,Guenz at Lauben_Guenz,Germany,48.07168206270303,10.299544271874382,312.9088842982391
lamah_11584000,Guenz at Waldstetten,Germany,48.35239063299935,10.302152792379554,593.6499292600943
lamah_1159,Ablach at Mengen (Add.),Germany,48.0381274199837,9.30145611190439,423.8588179661352
lamah_11609000,Mindel at Offingen,Germany,48.48559887988935,10.380423413619123,944.310400929374
lamah_1161,Riss at Warthausen,Germany,48.151745998378885,9.794741382144233,300.7711204239234
lamah_11723504,Brenz at Baechingen,Germany,48.54735554616512,10.318801657946407,795.5665799277128
lamah_1177,Andelsbach at Bittelschiess,Germany,48.001421115572846,9.237626530654762,143.226640992835
lamah_11805008,Woernitz at Gerolfingen,Germany,49.047763181996245,10.517646855548117,582.3486639064197
lamah_11809009,Woernitz at Harburg,Germany,48.78324132364818,10.69239014462173,1562.3314360978954
lamah_1181,Breg at Donaueschingen,Germany,47.93559555216191,8.500619996025582,299.58207544063833
lamah_11864007,Eger at Lierheim,Germany,48.80855767926825,10.602042117152102,403.8731649934038
lamah_11924007,Zusam at Pfaffenhofen_Zusam,Germany,48.608667111707824,10.717599689789418,510.5862466527228
lamah_11944004,Schmutter at Achsheim,Germany,48.4921800486574,10.827351984783448,349.3322846054968
lamah_12002009,Lech at Lechbruck,Germany,47.69817575985224,10.797939342897187,1697.7299938716608
lamah_12183005,Vils at Pfronten Ried,Germany,47.58070999257552,10.557462104504738,112.89255365563352
lamah_12405005,Wertach at Biessenhofen,Germany,47.82632540862312,10.642901645109026,445.2976067878622
lamah_12406008,Wertach at Tuerkheim,Germany,48.06327685012256,10.651805089594202,659.7822376231222
lamah_12425002,Lobach at Leuterschach,Germany,47.74812902834256,10.583266741741488,110.84446308647236
lamah_129,Baierzer Rot at Achstetten,Germany,48.26344400044706,9.900806178149224,262.49529311988306
lamah_13201000,Paar at Mering,Germany,48.27327782299389,10.98607804677054,152.6730973963962
lamah_13206004,Paar at Muehlried,Germany,48.57406590618891,11.282295645483382,693.1415276531491
lamah_13208000,Paar at Manching (Ort),Germany,48.717693408507394,11.493717750207768,863.4472111199734
lamah_13322005,Abens at Aunkofen,Germany,48.816540678084806,11.830634811822986,371.58152908875815
lamah_13325502,Ilm at Geisenfeld,Germany,48.683026941318005,11.617309450174476,459.9110834182219
lamah_13402807,Altmuehl at Thann,Germany,49.20653860030026,10.54460546869058,320.7016795509873
lamah_13406105,Altmuehl at Treuchtlingen,Germany,48.95316746383396,10.91354237224683,890.3509412292806
lamah_13465002,Schwarzach at Mettendorf,Germany,49.029874882901794,11.36539529955154,299.9037645983658
lamah_13926207,Schwarze Laber at Deuerling,Germany,49.02784722021399,11.914494970092232,428.8232787843193
lamah_14002305,Naab at Unterkoeblitz,Germany,49.535610197497526,12.153955782221775,1989.2042093444727
lamah_14101205,Waldnaab at Windischeschenbach,Germany,49.79770541576593,12.164875714236564,581.3412812178898
lamah_14106504,Waldnaab at Weiden_Waldnaab,Germany,49.66968091977805,12.166349744253472,904.3610398651764
lamah_14124007,Fichtelnaab at Erbendorf,Germany,49.8355867874385,12.062846301114371,177.82042263410636
lamah_14209008,Haidenaab at Wildenau,Germany,49.60835247046678,12.128232875142505,710.009494169827
lamah_144,Aitrach at Lauben,Germany,47.87660867765575,10.037583979924664,308.84778018664883
lamah_14405200,Schwarzach at Roetz Speicherzufluss,Germany,49.337249145930805,12.515171348436173,397.1904204937487
lamah_14408004,Schwarzach at Warnbach,Germany,49.40443895485708,12.210940153385588,819.1113364311527
lamah_14604002,Vils at Amberg_Vils,Germany,49.448161420623336,11.854818861979258,417.5440045196731
lamah_14608003,Vils at Dietldorf,Germany,49.20013454955378,11.943231479861936,1076.3850734158532
