gauge_id,p_mean,pet_mean,aridity,frac_snow,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur
lamah_1159,3.011334109110797,3.5123882538161286,1.166389422943602,0.125105286833464,0.0056630397845743,1.1203964516111065,0.0335409678965021,1.136890951276102,0.5307002532685331,3.296343537414966
lamah_11609000,3.020273119310009,3.295149565336448,1.091010460037215,0.1311604160294882,0.0292393448577135,1.010954106549665,0.0333356150318296,1.1595238095238096,0.5265931959750838,3.173679867986799
lamah_1161,3.080882332808521,2.989373673762762,0.970297905223034,0.1271982442985337,0.128413625811449,1.0495211814649714,0.033198713122048,1.143867924528302,0.5273461564788828,3.2396972245584523
lamah_11723504,2.708663837360522,3.698912998836352,1.365585846356182,0.1402985292582106,-0.1019288002440918,1.1356840056405275,0.0323088507084673,1.115839243498818,0.5382298583065234,3.384847180370211
lamah_1177,3.051097953316434,3.4703963310288253,1.1374254068954517,0.1238221193749671,0.0206060010974688,1.118796498772611,0.0341570264905195,1.139269406392694,0.5348073105619824,3.2855340622371743
lamah_11805008,2.5323485522623006,3.869529057430353,1.5280396744648232,0.0822158963038988,-0.1451458947448664,1.2438043306921749,0.0338147717160654,1.1542056074766356,0.5530152645629407,3.4525641025641027
lamah_11809009,2.478304469847333,3.833193237045668,1.5466998844100046,0.0788089579383603,-0.1603463020723141,1.2024421865732826,0.0328564583475939,1.1538461538461535,0.5556164008487918,3.503236944324557
lamah_1181,3.910403176124297,3.385125607502194,0.8656717619734753,0.2285349271145156,0.2001812197877332,1.0779816809018166,0.0285440481894722,1.112,0.4892874255595865,3.1853832442067738
lamah_11864007,2.475643096721175,3.808377027859545,1.5383384757291905,0.0770710592437701,-0.1640734773636124,1.1865055647901983,0.0345677322198644,1.1348314606741574,0.5617085358340749,3.5098374679213005
lamah_11924007,2.636799233349292,3.842079540009565,1.45709976376522,0.069759491321875,-0.1625738963871588,1.0654826003795344,0.0353206927236635,1.1492204899777283,0.5530837155178314,3.373695198329854
lamah_11944004,2.821141077418004,3.705956602094591,1.3136374610114845,0.0682615487508955,-0.0997467426940795,1.044797605781473,0.0340885755356287,1.1608391608391608,0.5424738175097542,3.2829328914664457
lamah_12002009,4.9405222807857845,5.288211376548688,1.070374967665889,0.3168147980419836,0.0391066697874208,1.124746760888803,0.0234102265726606,1.167235494880546,0.4267917037442672,2.792207792207792
lamah_12183005,4.970026695872402,4.950182764049548,0.9960072786250151,0.3238468956706057,0.0882077858571397,1.0140770169890152,0.024026285166678,1.1778523489932886,0.4339106030529125,2.817333333333333
lamah_12405005,4.314699842562802,4.92365596550073,1.1411352226476608,0.2023545404900582,-0.0203671782516756,1.0002188088668085,0.0303922239715244,1.1903485254691688,0.468478335272777,2.9525452976704054
lamah_12406008,4.1084927099733175,4.718138818536518,1.1483868054781483,0.2009054097088019,-0.0239419620575794,1.0040173320083152,0.0303922239715244,1.180851063829787,0.4752549798069683,2.9836699613235926
lamah_12425002,4.356782805120132,6.966094873023466,1.5989079980844685,0.1981464915166703,-0.2567034635731557,0.9686142957985232,0.029776165377507,1.1788617886178865,0.4706003148743925,2.936779154207604
lamah_129,3.107096995003066,3.3741282770894583,1.085942370809743,0.1308500555503095,0.0345157300719855,1.0146573381720705,0.0342254774454103,1.17096018735363,0.5292627832158259,3.214968814968815
lamah_13201000,2.9450475734136385,3.843862002874936,1.3051952157158095,0.0664637934169594,-0.1075747363373645,1.014334014342936,0.0329933602573755,1.15311004784689,0.5369292901635978,3.2081799591002045
lamah_13206004,2.7315223492367418,4.045102334177571,1.4808966638357828,0.0684610759878926,-0.1831566710525818,1.052800924891718,0.0346361831747552,1.1552511415525115,0.5496611677732904,3.3416562630045776
lamah_13208000,2.675330275857335,4.069967143541664,1.5212952136301767,0.0690252485199336,-0.1968584584448811,1.066111024678959,0.0344992812649736,1.1506849315068493,0.5515777945102334,3.364509394572025
lamah_13322005,2.3821356697925804,4.201985762201396,1.763957366276823,0.0729091970310563,-0.2623806769933723,1.1464915989568891,0.0368266137312615,1.1326315789473684,0.5769046478198371,3.469740634005764
lamah_13325502,2.566786912177409,4.1735129030049904,1.6259678133798,0.0701512176397302,-0.2315249671507917,1.08942460186243,0.0350468889041002,1.1352549889135255,0.5638305154356903,3.398102310231024
lamah_13402807,2.435405571907704,4.03429803545759,1.6565199989656922,0.0797598686635221,-0.1961431291890366,1.2104424876804676,0.0334040659867205,1.178743961352657,0.5578068314052981,3.458828522920204
lamah_13406105,2.411551098637806,3.993425970292291,1.655957434428002,0.0780817697970907,-0.1990079993383922,1.1890972323403397,0.0338147717160654,1.15962441314554,0.560134163871586,3.4836100468284377
lamah_13465002,2.4457971113696764,4.069830241631855,1.6640097507322265,0.0771884975972264,-0.2007910809471112,1.238257410231451,0.0357998494078992,1.1545253863134657,0.565131083578616,3.480607082630691
lamah_13926207,2.4439064959956025,4.068574166609592,1.664783073033295,0.0738593959081383,-0.2078816492155447,1.2319523159895955,0.0350468889041002,1.1531531531531531,0.5668423574508864,3.4750314729332774
lamah_14002305,2.443297282497073,3.7368663152851087,1.5294357923838051,0.2447741624847869,-0.1247580783979562,1.3360013991637771,0.0334725169416113,1.1425233644859814,0.5545896365254295,3.44326391840204
lamah_14101205,2.434207680197123,3.617184612225335,1.485980280833069,0.2404174117812222,-0.1076665426059262,1.3292174662163414,0.0327195564378123,1.1353919239904988,0.550961735916216,3.429484448231785
lamah_14106504,2.424701211581884,3.659697446779397,1.5093395546215764,0.2409455108433354,-0.1170544856211658,1.3312914757605463,0.0329249093024847,1.134433962264151,0.5534259702922856,3.438962143768609
lamah_14124007,2.507001163666226,3.595026353617625,1.4339946888418176,0.2484260811397305,-0.0845363087025399,1.337360834940262,0.0325826545280306,1.146987951807229,0.5474707372167842,3.419410004275332
lamah_14209008,2.500136901909775,3.75744198781574,1.5028944954756478,0.1586080710447718,-0.1148574581496563,1.3410970219691638,0.0332671640769388,1.148936170212766,0.5543158327058663,3.43135593220339
lamah_144,3.706745157094945,3.827381750975437,1.0325451545136803,0.2135409360726294,0.0635804019008034,1.0265409417966866,0.0332671640769388,1.173913043478261,0.5108494763501951,3.1556025369978857
lamah_14405200,2.413740844684769,3.7835519200492818,1.5675054463203602,0.2360734501343964,-0.1491387262000728,1.3065888937843493,0.0359367513176808,1.1462882096069869,0.5610240262851667,3.4611486486486487
